SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
196,,,,,[A case of hormone-refractory prostate cancer responsive to low-dose prednisolone therapy].,,,,
197,,,,,6 cases of FSGS had poor response to any therapy; 7 cases were responsive to either triple therapy or cyclosporine A plus prednisolone.,,,,
198,,,,,"From 1983, exacerbation of PIE was recorded three times, on which occasions prednisolone and antibiotics were quite effective.",,,,
199,,,,,"A comparative study of the effects of ACTH, hydrocortisone and prednisolone in the hypersensitive reactions produced with the protein components of Hymenolepis nana in albino mice.",,,,
200,,,,,"Immunosuppressant therapy, such as prednisolone or azathioprine, is considered for exacerbations of highly active glomerulonephritis.",,,,
201,,,,,"We describe a 57-year-old Caucasian male with anti-MDA5 positive dermatomyositis, that had a 4-month history of progressive dyspnoea requiring oxygen-therapy, scarcely responsive to prednisolone.",,,,
202,,,,,"After 14 months of treatment one of the patients developed severe, acute exacerbation of the ABPA and was treated with high-dose prednisolone and local steroid.",,,,
203,,,,,"The effect of pretreatment with topical prostaglandin E2, prednisolone and sulphasalazine in experimental colitis has been examined in the rat colon.",,,,
204,,,,,"Here, we report a case of prednisolone-dependent gastric sarcoidosis that improved after additional azathioprine, and also review the literature concerning the treatment, especially for prednisolone-dependent cases.",,,,
205,,,,,"METHODS: In 126 adults (33 healthy control subjects, 31 patients with mild asthma, 32 patients with severe asthma, and 30 patients with prednisolone-dependent asthma) parameters of inflammation (peripheral blood eosinophils and neutrophils) and markers of hemostasis (endogenous thrombin potential [ETP], thrombin-antithrombin complex, plasmin-alpha2-antiplasmin complex, plasminogen activator inhibitor type 1 [PAI-1], D-dimer, and von Willebrand factor [vWF]) were measured in plasma.",,,,
206,,,,,Previous studies from our laboratory revealed that coadministration of EP significantly increased the plasma concentration of prednisolone while decreased the level of cotreated prednisone in rats.,,,,
207,,,,,Metabolic effects of high-dose prednisolone treatment in early rheumatoid arthritis: balance between diabetogenic effects and inflammation reduction.,,,,
208,,,,,"Effects of prednisolone, salbutamol and theophylline on bronchial hyperreactivity and leucocyte chemokinesis in guinea pigs.",,,,
209,,,,,"This is the first case to support the beneficial effect of prednisolone in pericarditis with pSS, and illustrates its safety during pregnancy.",,,,
210,,,,,"When combined with environmental control, prednisolone and dexamethasone treatments had similar effects on heaves score, blood gases and endoscopic scores.",,,,
211,,,,,"Of the 20 patients, 14 initially received prednisolone treatment, which resulted in rapid improvement and normalization of eosinophilia within 8 weeks; however, 2 patients with splenomegaly showed poor control of eosinophilia in response to corticosteroid treatment.",,,,
212,,,,,Complement activation capacity in plasma before and during high-dose prednisolone treatment and tapering in exacerbations of Crohn's disease and ulcerative colitis.,,,,
213,,,,,Prednisolone-responsive headache in patients with solitary cysticercus granuloma and seizures.,,,,
214,,,,,"The patient was treated with chemotherapy by cyclophosphamide, hydroxydoxorubicin, vincristine and prednisolone (CHOP), however, it was ineffective, and the patient died of hemorrhage from the lymphoma involvement of the intestine 5 months after the onset of disease.",,,,
215,,,,,Effect of prednisolone in the experimentally induced nephropathy in male albino rats.,,,,
216,,,,,[On the effect of oral use of prednisolone on central chorioretinitis].,,,,
217,,,,,Peptic ulceration associated with prednisolone therapy.,,,,
218,,,,,"Glucocorticoids (e.g. prednisolone) are cornerstones in the treatment of acute exacerbations of ulcerative colitis (UC), and influence of the leucocyte/endothelial interaction appears to be part of their mode of action.",,,,
219,,,,,"Effects of honey, prednisolone, and disulfiram on inflammation, nitric oxide, and free radical formation.",,,,
220,,,,,OBJECTIVE: To assess the treatment effect of sodium hyaluronate (HA) on experimental temporomandibular joint (TMJ) osteoarthritis of rabbits in comparison with prednisolone (PS).,,,,
221,,,,,"ETO+PSL combination treatment, however, failed to show significant enhancement of anti-tumor effects.",,,,
222,,,,,"My- and My+ ALL did not significantly differ in sensitivity to prednisolone, dexamethasone, L-asparaginase and cytarabine.",,,,
223,,,,,"The dose of prednisolone was increased considering he was exacerbated of SLE, however, the convulsion as CNS lupus occurred to him.",,,,
224,,,,,"In a pilot study using one rabbit, prednisone and prednisolone clearance values increased with increase in either prednisone or prednisolone infusion rates.",,,,
225,,,,,"Budesonide is equal to less effective than prednisolone or prednisone therapy in the treatment of active Crohn's disease, but is associated with fewer glucocorticoids adverse reactions.",,,,
226,,,,,Diclofenac and prednisolone inhibit endotoxin-induced uveitis in rabbits.,,,,
227,,,,,"Although prednisolone and GH reverse hypoglycemia by different mechanisms, with only prednisolone suppressing tumor IGF-II secretion, both increase the formation of ternary IGF-IGFBP-3 complexes.",,,,
228,,,,,"The aqueous extract of Saiboku-to also showed an inhibition of the contact dermatitis, and it significantly potentiated the inhibition of contact dermatitis by prednisolone.",,,,
229,,,,,Only hydrocortisone and prednisolone suppressed LPS pneumonia.,,,,
230,,,,,"Prednisolone significantly inhibited the measurable sensitivity of IDT, while oclacitinib did not.",,,,
231,,,,,"A comparison with the bronchodilator potency of the above drugs indicated that in guinea pigs salbutamol appears relatively selective as a bronchodilator, prednisolone is selective as an inhibitor of eosinophilia whilst theophylline displays a balance of both activities.",,,,
232,,,,,Reduction of maintenance doses of prednisolone in bronchial asthma by the concurrent use of hydroxyzine.,,,,
233,,,,,"In contrast, cyclosporin A (CyA), FK-506 and prednisolone significantly inhibited antigen-induced airway inflammation and BHR in sensitized BN rats.",,,,
234,,,,,[Use of corticosteroids betamethasone and prednisolone in the prevention of allergic reactions in patients undergoing heart surgery with artificial blood circulation].,,,,
235,,,,,The intra-articular injection of prednisolone was shown to considerably reduce incidence of synovitis.,,,,
236,,,,,"Prednisolone (100 mg/die initially, decreasing doses thereafter) led to significant reduction of infiltrates and eosinophilia.",,,,
237,,,,,The tumour was significantly reduced by prednisolone.,,,,
238,,,,,"Prednisolone prevented the development of colitis, but had no effect on already-developed colitis.",,,,
239,,,,,Alveolar NO concentration was increased in patients with refractory asthma (7.1 ppb) compared with mild-to-moderate asthma (3.4 ppb) and normal controls (3.4 ppb) and reduced by treatment with prednisolone.,,,,
240,,,,,"Prednisolone treatment of sensory impairment of the ulnar and posterior tibial nerves detectable with the monofilament test, but not with the ballpen test, did not improve the long-term outcome in terms of recovery of touch sensibility, not did it reduce the risk of leprosy reactions or nerve function impairment beyond the initial 4-month treatment phase.",,,,
241,,,,,CONCLUSIONS: Predocol is an oral preparation of a poorly absorbed salt of prednisolone that is effective in reducing inflammation over short treatment periods in patients with active ulcerative colitis.,,,,
242,,,,,"Six weeks prior to his symptoms, prednisolone (PSL) and SASP had been started because of UC aggravation.",,,,
243,,,,,"When comparing organ specific, age-adjusted expected versus observed incidences after natural death of animals an increased tumor risk was found in organ systems of all treatment modalities but prednisolone.",,,,
244,,,,,"R-CHOP chemotherapy composed of rituximab, cyclophosphamide, adriamycin, vincristine, and prednisolone which might increase the risk of Pneumocystis pneumonia in patients with non-Hodgkin lymphoma.",,,,
245,,,,,"Cortisol deficiency is common in late stage HIV disease, but symptoms of fatigue and postural hypotension, as well as biochemical findings, are poor predictors of cortisol deficiency.",,,,
246,,,,,[Plasma cortisol and 17-ketosteroids in urine in relation to cardiac arrest].,,,,
247,,,,,"Independence of theta and TL surface antigens and killing by thymidine, cortisol, phytohemagglutinin, and cyclic AMP in a murine lymphoma.",,,,
248,,,,,"Furthermore, this treatment process demonstrated the superior anti-inflammatory effect of prednisolone over that of hydrocortisone and supported the assumption of inflammation related to CD.",,,,
249,,,,,"Ordinary least squared (OLS) regression was used to evaluate whether race moderated the associations between alcohol abuse and four biomarkers-urinary cortisol and serum dehydroepiandrosterone sulfate (DHEA-S), epinephrine and norepinephrine-and two composite summary scores, each consisting of two components that characterize the hypothalamic pituitary adrenal (HPA)-axis and sympathetic nervous systems (SNS), respectively.",,,,
250,,,,,"CONCLUSION: In patients with septic shock, low-dose hydrocortisone was associated with a lower risk of developing AF during the acute phase.",,,,
251,,,,,"The incidence of psychological symptoms as somatization, obsessive-compulsive symptoms, depression, anxiety, phobia, and nonspecific symptoms is statistically increased in pregnant women with elevated morning cortisol, but in women with elevated afternoon cortisol also occurring aggressiveness and paranoia.",,,,
252,,,,,How stress gets under the skin: cortisol and stress reactivity in psoriasis.,,,,
253,,,,,Absorption of hydrocortisone from the skin reservoir in atopic dermatitis.,,,,
254,,,,,OBJECTIVE: To assess dexamethasone (DEX) and hydrocortisone (HC) use in premature infants over time and the association of steroid use with the incidence of bronchopulmonary dysplasia (BPD) at 36 weeks' postmenstrual age.,,,,
255,,,,,Increased ratio of mRNA expression of the genes CYP17 and CYP11B1 indicates autonomous cortisol production in adrenocortical tumors.,,,,
256,,,,,"It is concluded that bile acids are potent endogenous inhibitors of 11 beta-HSD and, therefore, could participate in abnormalities of cortisol metabolism observed in liver cirrhosis and extrahepatic biliary obstruction and, possibly, after ingestion of bile acids.",,,,
257,,,,,"The plasma cortisol concentration was significantly higher in both DD groups before treatment than in the control group, and it decreased significantly after hoof trimming in the trimmed group.",,,,
258,,,,,Hydrocortisone in culture protects the blast cells in acute myeloblastic leukemia from the lethal effects of cytosine arabinoside.,,,,
259,,,,,Continuous subcutaneous hydrocortisone infusion in Addison's disease.,,,,
260,,,,,The current findings underline the relevance of cortisol and DHEA assessments and the need for further scrutiny of their interplay to foster our understanding of the biological basis of stress regulation in BPD.,,,,
261,,,,,"This hypoxia-specific increase in surface beta-adrenoreceptors was significantly enhanced in the cortisol-treated erythrocytes, showing that cortisol had a significant impact on erythrocyte beta-adrenoreceptor dynamics in addition to the direct influence of hypoxia.",,,,
